,accession,trivname
60021,H3BVD5,H3BVD5_HUMAN
60022,M0QZP2,M0QZP2_HUMAN
60023,E7EX54,E7EX54_HUMAN
60024,D6RHE3,D6RHE3_HUMAN
60025,D6RC36,D6RC36_HUMAN
60026,D6RIZ6,D6RIZ6_HUMAN
60027,A0A0G2JLX6,A0A0G2JLX6_HUMAN
60028,H0YCN6,H0YCN6_HUMAN
60029,C9J786,C9J786_HUMAN
60030,A0A087WXG6,A0A087WXG6_HUMAN
60031,A0A669KB55,A0A669KB55_HUMAN
60032,H0YMP7,H0YMP7_HUMAN
60033,K7EK44,K7EK44_HUMAN
60034,A0A3B3ISH4,A0A3B3ISH4_HUMAN
60035,D6RA77,D6RA77_HUMAN
60036,Q5T8F0,Q5T8F0_HUMAN
60037,A0A087X1P3,A0A087X1P3_HUMAN
60038,F5H3Y3,F5H3Y3_HUMAN
60039,A0A494C002,A0A494C002_HUMAN
60040,A0A3B3ISE6,A0A3B3ISE6_HUMAN
60041,H0YCJ5,H0YCJ5_HUMAN
60042,A0A3B3ITG9,A0A3B3ITG9_HUMAN
60043,A0A0C4DGW5,A0A0C4DGW5_HUMAN
60044,E7EPX0,E7EPX0_HUMAN
60045,F8VRP2,F8VRP2_HUMAN
60046,G3V4I9,G3V4I9_HUMAN
60047,H0Y7R8,H0Y7R8_HUMAN
60048,J3QQP4,J3QQP4_HUMAN
60049,C9JEX3,C9JEX3_HUMAN
60050,F8WDE1,F8WDE1_HUMAN
60051,H0YLL6,H0YLL6_HUMAN
60052,H0YF29,H0YF29_HUMAN
60053,E9PMP8,E9PMP8_HUMAN
60054,C9JLP0,C9JLP0_HUMAN
60055,H0Y9L4,H0Y9L4_HUMAN
60056,A0A0J9YYK8,A0A0J9YYK8_HUMAN
60057,F5H3D1,F5H3D1_HUMAN
60058,C9JW88,C9JW88_HUMAN
60059,H9KV63,H9KV63_HUMAN
60060,C9JTW6,C9JTW6_HUMAN
60061,A0A087WXL3,A0A087WXL3_HUMAN
60062,C9JKP8,C9JKP8_HUMAN
60063,A0A0U1RRC9,A0A0U1RRC9_HUMAN
60064,A0A0C4DFR1,A0A0C4DFR1_HUMAN
60065,H0YKE2,H0YKE2_HUMAN
60066,E5RGY9,E5RGY9_HUMAN
60067,A0A075B6F3,A0A075B6F3_HUMAN
60068,M0QXN0,M0QXN0_HUMAN
60069,E9PL11,E9PL11_HUMAN
60070,K7EPH2,K7EPH2_HUMAN
60071,A0A1W2PS54,A0A1W2PS54_HUMAN
60072,C9J8X5,C9J8X5_HUMAN
60073,E9PBZ0,E9PBZ0_HUMAN
60074,E9PDB4,E9PDB4_HUMAN
60075,E9PS66,E9PS66_HUMAN
60076,E9PMH9,E9PMH9_HUMAN
60077,A0A1X7SBR7,A0A1X7SBR7_HUMAN
60078,J3KTF6,J3KTF6_HUMAN
60079,E5RGS5,E5RGS5_HUMAN
60080,X6RM59,X6RM59_HUMAN
60081,H7C538,H7C538_HUMAN
60082,F8W031,F8W031_HUMAN
60083,C9JHK9,C9JHK9_HUMAN
60084,J3QLG9,J3QLG9_HUMAN
60085,G3V5F5,G3V5F5_HUMAN
60086,E9PKA4,E9PKA4_HUMAN
60087,D6RDN0,D6RDN0_HUMAN
60088,F8WBC3,F8WBC3_HUMAN
60089,A0A087X0W0,A0A087X0W0_HUMAN
60090,C9JAB5,C9JAB5_HUMAN
60091,H0YKC2,H0YKC2_HUMAN
60092,H0YD13,H0YD13_HUMAN
60093,J3KSZ4,J3KSZ4_HUMAN
60094,J3KNV5,J3KNV5_HUMAN
60095,I3L4Y5,I3L4Y5_HUMAN
60096,U3KQM7,U3KQM7_HUMAN
60097,E9PL34,E9PL34_HUMAN
60098,J3QLM0,J3QLM0_HUMAN
60099,H0YK02,H0YK02_HUMAN
60100,A0A2R8Y5L0,A0A2R8Y5L0_HUMAN
60101,A0A669KB12,A0A669KB12_HUMAN
60102,C9JW72,C9JW72_HUMAN
60103,E5RHP3,E5RHP3_HUMAN
60104,H7C073,H7C073_HUMAN
60105,H0YCP0,H0YCP0_HUMAN
60106,E9PMX4,E9PMX4_HUMAN
60107,F8WDX0,F8WDX0_HUMAN
60108,E9PP14,E9PP14_HUMAN
60109,H0Y4F8,H0Y4F8_HUMAN
60110,A0A5F9ZH90,A0A5F9ZH90_HUMAN
60111,E9PSH3,E9PSH3_HUMAN
60112,H0YAM1,H0YAM1_HUMAN
60113,M0QZU4,M0QZU4_HUMAN
60114,H0Y7Z4,H0Y7Z4_HUMAN
60115,G3V277,G3V277_HUMAN
60116,J3KSM1,J3KSM1_HUMAN
60117,C9J2Q6,C9J2Q6_HUMAN
60118,H7C126,H7C126_HUMAN
60119,H0YDW8,H0YDW8_HUMAN
60120,F5GZ39,F5GZ39_HUMAN
60121,F8WC90,F8WC90_HUMAN
60122,A0A087WTE4,A0A087WTE4_HUMAN
60123,A0A087X2H0,A0A087X2H0_HUMAN
60124,A0A0C4DGD4,A0A0C4DGD4_HUMAN
60125,K7EM80,K7EM80_HUMAN
60126,A0A7I2V4V1,A0A7I2V4V1_HUMAN
60127,H0YK19,H0YK19_HUMAN
60128,H7C4I5,H7C4I5_HUMAN
60129,Q5JXH9,Q5JXH9_HUMAN
60130,H0YEQ1,H0YEQ1_HUMAN
60131,F8W0C9,F8W0C9_HUMAN
60132,U3KPS1,U3KPS1_HUMAN
60133,A0A494C0U5,A0A494C0U5_HUMAN
60134,F5H610,F5H610_HUMAN
60135,C9JEU5,C9JEU5_HUMAN
60136,H3BU48,H3BU48_HUMAN
60137,A0A7I2V3C7,A0A7I2V3C7_HUMAN
60138,H0YCV3,H0YCV3_HUMAN
60139,A0A7I2V4R7,A0A7I2V4R7_HUMAN
60140,F6VUV4,F6VUV4_HUMAN
60141,D6RBL0,D6RBL0_HUMAN
60142,H0YBY3,H0YBY3_HUMAN
60143,H0YEC9,H0YEC9_HUMAN
60144,C9JIW2,C9JIW2_HUMAN
60145,A0A7I2V4W5,A0A7I2V4W5_HUMAN
60146,A0A2R8Y7P6,A0A2R8Y7P6_HUMAN
60147,C9J3I4,C9J3I4_HUMAN
60148,J3QRS2,J3QRS2_HUMAN
60149,F5GYA1,F5GYA1_HUMAN
60150,A0A2R8YF57,A0A2R8YF57_HUMAN
60151,A0A7I2V4Q3,A0A7I2V4Q3_HUMAN
60152,A0A0G2JPD0,A0A0G2JPD0_HUMAN
60153,G3V500,G3V500_HUMAN
60154,B1APQ1,B1APQ1_HUMAN
60155,H3BUD5,H3BUD5_HUMAN
60156,A0A0C4DGW3,A0A0C4DGW3_HUMAN
60157,H3BPQ5,H3BPQ5_HUMAN
60158,C9JIU5,C9JIU5_HUMAN
60159,E9PEZ7,E9PEZ7_HUMAN
60160,A0A0U1RQZ8,A0A0U1RQZ8_HUMAN
60161,G3V5V2,G3V5V2_HUMAN
60162,H3BPE7,H3BPE7_HUMAN
60163,X6RGF2,X6RGF2_HUMAN
60164,M0R1W4,M0R1W4_HUMAN
60165,A8MWQ5,A8MWQ5_HUMAN
60166,U3KQ82,U3KQ82_HUMAN
60167,H0YM13,H0YM13_HUMAN
60168,F2Z2F6,F2Z2F6_HUMAN
60169,I3L1R6,I3L1R6_HUMAN
60170,H0YCU2,H0YCU2_HUMAN
60171,E5RFS6,E5RFS6_HUMAN
60172,M0R0L7,M0R0L7_HUMAN
60173,A0A7I2V574,A0A7I2V574_HUMAN
60174,A0A7I2V3G0,A0A7I2V3G0_HUMAN
60175,C9JBT4,C9JBT4_HUMAN
60176,B1ALJ5,B1ALJ5_HUMAN
60177,G3V4T9,G3V4T9_HUMAN
60178,A0A494C1S4,A0A494C1S4_HUMAN
60179,Q5T3I3,Q5T3I3_HUMAN
60180,M0QYC5,M0QYC5_HUMAN
60181,J3KT46,J3KT46_HUMAN
60182,F8W9P7,F8W9P7_HUMAN
60183,E9PID3,E9PID3_HUMAN
60184,B5MDS5,B5MDS5_HUMAN
60185,A0A087WZ09,A0A087WZ09_HUMAN
60186,C9JA11,C9JA11_HUMAN
60187,E9PFG0,E9PFG0_HUMAN
60188,S4R3I1,S4R3I1_HUMAN
60189,B5MCC0,B5MCC0_HUMAN
60190,C9JEI7,C9JEI7_HUMAN
60191,F8VS10,F8VS10_HUMAN
60192,F8VUY7,F8VUY7_HUMAN
60193,Q5T3E1,Q5T3E1_HUMAN
60194,E9PJ61,E9PJ61_HUMAN
60195,F8W946,F8W946_HUMAN
60196,R4GMX2,R4GMX2_HUMAN
60197,F5GX48,F5GX48_HUMAN
60198,H3BSU4,H3BSU4_HUMAN
60199,A0A0U1RQI5,A0A0U1RQI5_HUMAN
60200,H7C1F9,H7C1F9_HUMAN
60201,A0A7I2YQP0,A0A7I2YQP0_HUMAN
60202,A0A1W2PRM0,A0A1W2PRM0_HUMAN
60203,H0Y599,H0Y599_HUMAN
60204,A0A1B0GX60,A0A1B0GX60_HUMAN
60205,A8MXE8,A8MXE8_HUMAN
60206,A0A3B3IU45,A0A3B3IU45_HUMAN
60207,E5RGW5,E5RGW5_HUMAN
60208,A0A590UJ64,A0A590UJ64_HUMAN
60209,J3KS10,J3KS10_HUMAN
60210,A0A590UJY5,A0A590UJY5_HUMAN
60211,F8WEC0,F8WEC0_HUMAN
60212,F5H169,F5H169_HUMAN
60213,F8WF11,F8WF11_HUMAN
60214,A0A3B3ISH9,A0A3B3ISH9_HUMAN
60215,J3KSD3,J3KSD3_HUMAN
60216,H7BZD8,H7BZD8_HUMAN
60217,A0A3B3ITK0,A0A3B3ITK0_HUMAN
60218,C9J1W4,C9J1W4_HUMAN
60219,H0YEF7,H0YEF7_HUMAN
60220,E9PSB4,E9PSB4_HUMAN
60221,F5GYQ2,F5GYQ2_HUMAN
60222,C9J7D0,C9J7D0_HUMAN
60223,K7EK76,K7EK76_HUMAN
60224,K7ERY6,K7ERY6_HUMAN
60225,A0A0G2JLI4,A0A0G2JLI4_HUMAN
60226,H7C0Z5,H7C0Z5_HUMAN
60227,K7ELM1,K7ELM1_HUMAN
60228,E9PNH0,E9PNH0_HUMAN
60229,D6RC02,D6RC02_HUMAN
60230,H7BYJ9,H7BYJ9_HUMAN
60231,J3KS97,J3KS97_HUMAN
60232,F8WEW7,F8WEW7_HUMAN
60233,A0A087X0M6,A0A087X0M6_HUMAN
60234,H3BRG9,H3BRG9_HUMAN
60235,H0YA27,H0YA27_HUMAN
60236,E5RFC6,E5RFC6_HUMAN
60237,H0YM35,H0YM35_HUMAN
60238,H0Y9V8,H0Y9V8_HUMAN
60239,A0A087WWX9,A0A087WWX9_HUMAN
60240,E9PIS9,E9PIS9_HUMAN
60241,D6RGJ7,D6RGJ7_HUMAN
60242,F5H437,F5H437_HUMAN
60243,H7C5W5,H7C5W5_HUMAN
60244,H0YGB7,H0YGB7_HUMAN
60245,A0A494C084,A0A494C084_HUMAN
60246,H0YAN0,H0YAN0_HUMAN
60247,A0A0A0MSX1,A0A0A0MSX1_HUMAN
60248,A0A669KBD8,A0A669KBD8_HUMAN
60249,H0YHQ5,H0YHQ5_HUMAN
60250,A0A494C1C4,A0A494C1C4_HUMAN
60251,K7EKM6,K7EKM6_HUMAN
60252,A0A3B3ITF6,A0A3B3ITF6_HUMAN
60253,F5H485,F5H485_HUMAN
60254,A0A087WYC2,A0A087WYC2_HUMAN
60255,A0A6Q8PGU6,A0A6Q8PGU6_HUMAN
60256,A0A286YF13,A0A286YF13_HUMAN
60257,E7EWD6,E7EWD6_HUMAN
60258,M0QXW9,M0QXW9_HUMAN
60259,K7EPP0,K7EPP0_HUMAN
60260,A0A7I2V2L8,A0A7I2V2L8_HUMAN
60261,I3L495,I3L495_HUMAN
60262,F8VRE4,F8VRE4_HUMAN
60263,A0A6Q8PFI1,A0A6Q8PFI1_HUMAN
60264,I3L3N0,I3L3N0_HUMAN
60265,A0A6Q8PFV5,A0A6Q8PFV5_HUMAN
60266,A0A1W2PPG6,A0A1W2PPG6_HUMAN
60267,E9PIC5,E9PIC5_HUMAN
60268,H0Y9T3,H0Y9T3_HUMAN
60269,A0A087WTU1,A0A087WTU1_HUMAN
60270,G3V4M8,G3V4M8_HUMAN
60271,H0YFZ8,H0YFZ8_HUMAN
60272,A0A5F9ZI66,A0A5F9ZI66_HUMAN
60273,J3KPH4,J3KPH4_HUMAN
60274,K7EP87,K7EP87_HUMAN
60275,A0A087X1W3,A0A087X1W3_HUMAN
60276,K7EM93,K7EM93_HUMAN
60277,C9J3W6,C9J3W6_HUMAN
60278,C9J5B0,C9J5B0_HUMAN
60279,Q5LJA9,Q5LJA9_HUMAN
60280,E5RFJ6,E5RFJ6_HUMAN
60281,C9J0J1,C9J0J1_HUMAN
60282,E7ETU9,E7ETU9_HUMAN
60283,C9JPY2,C9JPY2_HUMAN
60284,A0A494C1T6,A0A494C1T6_HUMAN
60285,C9J2Z5,C9J2Z5_HUMAN
60286,J3QKL5,J3QKL5_HUMAN
60287,A0A0U1RQC5,A0A0U1RQC5_HUMAN
60288,E5RGK8,E5RGK8_HUMAN
60289,D6RF15,D6RF15_HUMAN
60290,I3L1M2,I3L1M2_HUMAN
60291,H7C417,H7C417_HUMAN
60292,E9PSE4,E9PSE4_HUMAN
60293,A0A590UJK1,A0A590UJK1_HUMAN
60294,G3V2S4,G3V2S4_HUMAN
60295,B0QYJ1,B0QYJ1_HUMAN
60296,A0A075B6G5,A0A075B6G5_HUMAN
60297,A0A182DWF8,A0A182DWF8_HUMAN
60298,A0A075B6X3,A0A075B6X3_HUMAN
60299,J3KSD0,J3KSD0_HUMAN
60300,F5H1S4,F5H1S4_HUMAN
60301,E7ENL9,E7ENL9_HUMAN
60302,K7ESL5,K7ESL5_HUMAN
60303,Q6NVB9,Q6NVB9_HUMAN
60304,B7Z2T4,B7Z2T4_HUMAN
60305,H3BTX4,H3BTX4_HUMAN
60306,B7ZAX5,B7ZAX5_HUMAN
60307,D6REJ5,D6REJ5_HUMAN
60308,Q6ZWE5,Q6ZWE5_HUMAN
60309,B4DDC6,B4DDC6_HUMAN
60310,F5GYG0,F5GYG0_HUMAN
60311,A0A494C0V8,A0A494C0V8_HUMAN
60312,Q59IT9,Q59IT9_HUMAN
60313,E5RG60,E5RG60_HUMAN
60314,E9PMZ3,E9PMZ3_HUMAN
60315,Q5T670,Q5T670_HUMAN
60316,A0A5F9ZHV7,A0A5F9ZHV7_HUMAN
60317,F8VPW9,F8VPW9_HUMAN
60318,A0A7I2V5N9,A0A7I2V5N9_HUMAN
60319,A0A075B791,A0A075B791_HUMAN
60320,B7ZLQ8,B7ZLQ8_HUMAN
60321,G3V238,G3V238_HUMAN
60322,A0A126GWB0,A0A126GWB0_HUMAN
60323,F8VR46,F8VR46_HUMAN
60324,Q5TG12,Q5TG12_HUMAN
60325,A0A2U3TZJ6,A0A2U3TZJ6_HUMAN
60326,B4DJ07,B4DJ07_HUMAN
60327,E9PBF9,E9PBF9_HUMAN
60328,Q49AN9,Q49AN9_HUMAN
60329,J3KSP5,J3KSP5_HUMAN
60330,J3KN19,J3KN19_HUMAN
60331,B4DJL6,B4DJL6_HUMAN
60332,A0A1W2PQA9,A0A1W2PQA9_HUMAN
60333,A0A2Q3DQE3,A0A2Q3DQE3_HUMAN
60334,F5H6A5,F5H6A5_HUMAN
60335,Q5JNW7,Q5JNW7_HUMAN
60336,H0YA31,H0YA31_HUMAN
60337,A0A0C4DGR6,A0A0C4DGR6_HUMAN
60338,G5E979,G5E979_HUMAN
60339,F8W1M1,F8W1M1_HUMAN
60340,A4QPB6,A4QPB6_HUMAN
60341,J3KNP8,J3KNP8_HUMAN
60342,Q4TT65,Q4TT65_HUMAN
60343,Q96KT3,Q96KT3_HUMAN
60344,F8WCB3,F8WCB3_HUMAN
60345,C6EMZ7,C6EMZ7_HUMAN
60346,K4DI97,K4DI97_HUMAN
60347,A0A0C4DGZ8,A0A0C4DGZ8_HUMAN
60348,E9PC45,E9PC45_HUMAN
60349,A0A7I2V3L7,A0A7I2V3L7_HUMAN
60350,C9IYK2,C9IYK2_HUMAN
60351,I3L1W3,I3L1W3_HUMAN
60352,K7ERU1,K7ERU1_HUMAN
60353,B3KT51,B3KT51_HUMAN
60354,F8WDC1,F8WDC1_HUMAN
60355,D4PHA4,D4PHA4_HUMAN
60356,A0A669KB27,A0A669KB27_HUMAN
60357,B7Z2Q2,B7Z2Q2_HUMAN
60358,G3V1X7,G3V1X7_HUMAN
60359,Q96E41,Q96E41_HUMAN
60360,B7ZBN5,B7ZBN5_HUMAN
60361,B7Z510,B7Z510_HUMAN
60362,B7ZLW4,B7ZLW4_HUMAN
60363,A6NND1,A6NND1_HUMAN
60364,H3BUC9,H3BUC9_HUMAN
60365,A0A075B7B1,A0A075B7B1_HUMAN
60366,Q8NBY1,Q8NBY1_HUMAN
60367,I3L1U7,I3L1U7_HUMAN
60368,B5MD00,B5MD00_HUMAN
60369,S4R2Y7,S4R2Y7_HUMAN
60370,E5RG48,E5RG48_HUMAN
60371,B7ZL88,B7ZL88_HUMAN
60372,S4R3I5,S4R3I5_HUMAN
60373,C9J3N9,C9J3N9_HUMAN
60374,Q6TME0,Q6TME0_HUMAN
60375,B4DF95,B4DF95_HUMAN
60376,C9JQB7,C9JQB7_HUMAN
60377,C9J5X2,C9J5X2_HUMAN
60378,A0A087X182,A0A087X182_HUMAN
60379,J3KPQ3,J3KPQ3_HUMAN
60380,R4GMT4,R4GMT4_HUMAN
60381,B7Z647,B7Z647_HUMAN
60382,A0A0C4DGE6,A0A0C4DGE6_HUMAN
60383,G0LNT4,G0LNT4_HUMAN
60384,E9PN71,E9PN71_HUMAN
60385,E9PI66,E9PI66_HUMAN
60386,Q6ZN50,Q6ZN50_HUMAN
60387,F8W1H4,F8W1H4_HUMAN
60388,A2ABL6,A2ABL6_HUMAN
60389,Q5TDE5,Q5TDE5_HUMAN
60390,G5E9R5,G5E9R5_HUMAN
60391,D6REN4,D6REN4_HUMAN
60392,A0A1W2PQF6,A0A1W2PQF6_HUMAN
60393,F5H7F6,F5H7F6_HUMAN
60394,K7EPQ1,K7EPQ1_HUMAN
60395,F5H1T9,F5H1T9_HUMAN
60396,I3L323,I3L323_HUMAN
60397,A0A087X174,A0A087X174_HUMAN
60398,F5H1L3,F5H1L3_HUMAN
60399,I3NI28,I3NI28_HUMAN
60400,A0A0D9SFI6,A0A0D9SFI6_HUMAN
60401,G3V5N7,G3V5N7_HUMAN
60402,A0A2R8Y3D8,A0A2R8Y3D8_HUMAN
60403,A0A5F9ZHW7,A0A5F9ZHW7_HUMAN
60404,H7C049,H7C049_HUMAN
60405,H3BVF6,H3BVF6_HUMAN
60406,H3BU27,H3BU27_HUMAN
60407,J3QSF6,J3QSF6_HUMAN
60408,F8VPA7,F8VPA7_HUMAN
60409,F5GYI5,F5GYI5_HUMAN
60410,A0A1W2PQW3,A0A1W2PQW3_HUMAN
60411,J3QL86,J3QL86_HUMAN
60412,H0YK54,H0YK54_HUMAN
60413,A0A087WZL4,A0A087WZL4_HUMAN
60414,B4DV03,B4DV03_HUMAN
60415,C9JDG7,C9JDG7_HUMAN
60416,H0YDC6,H0YDC6_HUMAN
60417,A0A2R8YGI3,A0A2R8YGI3_HUMAN
60418,A0A1B0GTS3,A0A1B0GTS3_HUMAN
60419,A0A3B3IRL0,A0A3B3IRL0_HUMAN
60420,A0A6Q8PGR7,A0A6Q8PGR7_HUMAN
60421,F5GWK5,F5GWK5_HUMAN
60422,D6RB58,D6RB58_HUMAN
60423,E7ESP9,E7ESP9_HUMAN
60424,A0A0G2JNK6,A0A0G2JNK6_HUMAN
60425,I3L1A1,I3L1A1_HUMAN
60426,H7C2I9,H7C2I9_HUMAN
60427,E9PJB4,E9PJB4_HUMAN
60428,H3BSA7,H3BSA7_HUMAN
60429,R4GN59,R4GN59_HUMAN
60430,F8VYH5,F8VYH5_HUMAN
60431,J3QS54,J3QS54_HUMAN
60432,Q5TB53,Q5TB53_HUMAN
60433,E7EP81,E7EP81_HUMAN
60434,A0A0A0MRA8,A0A0A0MRA8_HUMAN
60435,C9J8K7,C9J8K7_HUMAN
60436,E9PCM6,E9PCM6_HUMAN
60437,F8WBJ9,F8WBJ9_HUMAN
60438,A0A0C4DGU5,A0A0C4DGU5_HUMAN
60439,J3KRE8,J3KRE8_HUMAN
60440,F6SFZ6,F6SFZ6_HUMAN
60441,F8VSK9,F8VSK9_HUMAN
60442,A0A3B3ISX5,A0A3B3ISX5_HUMAN
60443,F5GY56,F5GY56_HUMAN
60444,A0A087WY90,A0A087WY90_HUMAN
60445,D6RCP3,D6RCP3_HUMAN
60446,K7ENV6,K7ENV6_HUMAN
60447,Q9NRI2,Q9NRI2_HUMAN
60448,B7Z3H4,B7Z3H4_HUMAN
60449,A0A1B0GTR5,A0A1B0GTR5_HUMAN
60450,E7EP35,E7EP35_HUMAN
60451,A0A0A0MT31,A0A0A0MT31_HUMAN
60452,C9J762,C9J762_HUMAN
60453,F8W908,F8W908_HUMAN
60454,H0YCE0,H0YCE0_HUMAN
60455,I3L161,I3L161_HUMAN
60456,B3KQX1,B3KQX1_HUMAN
60457,I3L104,I3L104_HUMAN
60458,E7ETB7,E7ETB7_HUMAN
60459,F8VS33,F8VS33_HUMAN
60460,D6RDN1,D6RDN1_HUMAN
60461,H0Y3U8,H0Y3U8_HUMAN
60462,J3KN85,J3KN85_HUMAN
60463,F2Z306,F2Z306_HUMAN
60464,M0R022,M0R022_HUMAN
60465,D6RHV1,D6RHV1_HUMAN
60466,E5RGL3,E5RGL3_HUMAN
60467,F6XNB3,F6XNB3_HUMAN
60468,A0A087WU27,A0A087WU27_HUMAN
60469,H0Y9H1,H0Y9H1_HUMAN
60470,F8WCX5,F8WCX5_HUMAN
60471,C9JMU2,C9JMU2_HUMAN
60472,A0A6I8PTU7,A0A6I8PTU7_HUMAN
60473,E5RHG2,E5RHG2_HUMAN
60474,F8VZ09,F8VZ09_HUMAN
60475,A0A0D9SFS3,A0A0D9SFS3_HUMAN
60476,H0Y6G2,H0Y6G2_HUMAN
60477,J3KMY8,J3KMY8_HUMAN
60478,H7C1I5,H7C1I5_HUMAN
60479,F8W6X9,F8W6X9_HUMAN
60480,E7ESA9,E7ESA9_HUMAN
60481,H0YFA3,H0YFA3_HUMAN
60482,X6RGT4,X6RGT4_HUMAN
60483,F8WAU0,F8WAU0_HUMAN
60484,V9GYQ5,V9GYQ5_HUMAN
60485,H0YFY1,H0YFY1_HUMAN
60486,D6RBN4,D6RBN4_HUMAN
60487,J3KR13,J3KR13_HUMAN
60488,E7EPP6,E7EPP6_HUMAN
60489,F8WBB9,F8WBB9_HUMAN
60490,E9PJR7,E9PJR7_HUMAN
60491,F8VYK7,F8VYK7_HUMAN
60492,B1AL40,B1AL40_HUMAN
60493,C9J6I8,C9J6I8_HUMAN
60494,F2Z3C6,F2Z3C6_HUMAN
60495,E5RJC0,E5RJC0_HUMAN
60496,C9JA03,C9JA03_HUMAN
60497,H7C1T3,H7C1T3_HUMAN
60498,C9J8C7,C9J8C7_HUMAN
60499,F5GXD8,F5GXD8_HUMAN
60500,C9IYZ1,C9IYZ1_HUMAN
60501,J3QRV0,J3QRV0_HUMAN
60502,F8VUB0,F8VUB0_HUMAN
60503,B8ZZA5,B8ZZA5_HUMAN
60504,A0A096LPB2,A0A096LPB2_HUMAN
60505,F8VR42,F8VR42_HUMAN
60506,E9PIN8,E9PIN8_HUMAN
60507,A0A0G2JR65,A0A0G2JR65_HUMAN
60508,D6REX3,D6REX3_HUMAN
60509,H0YEL5,H0YEL5_HUMAN
60510,M0QX53,M0QX53_HUMAN
60511,H0YMW8,H0YMW8_HUMAN
60512,F8WDQ9,F8WDQ9_HUMAN
60513,A0A087WUX1,A0A087WUX1_HUMAN
60514,H0YCB7,H0YCB7_HUMAN
60515,I3L3Z9,I3L3Z9_HUMAN
60516,A0A1B0GU53,A0A1B0GU53_HUMAN
60517,H7C021,H7C021_HUMAN
60518,A0A3B3IS51,A0A3B3IS51_HUMAN
60519,H7C1F3,H7C1F3_HUMAN
60520,H0YDV6,H0YDV6_HUMAN
60521,E9PKY7,E9PKY7_HUMAN
60522,B7ZBS8,B7ZBS8_HUMAN
60523,A0A087WVS7,A0A087WVS7_HUMAN
60524,A0A3B3ISE5,A0A3B3ISE5_HUMAN
60525,G3V5N2,G3V5N2_HUMAN
60526,E7EQ68,E7EQ68_HUMAN
60527,C9JH98,C9JH98_HUMAN
60528,A0A0G2JIF9,A0A0G2JIF9_HUMAN
60529,X6R9J3,X6R9J3_HUMAN
60530,A0A0B4J252,A0A0B4J252_HUMAN
60531,A0A286YEZ2,A0A286YEZ2_HUMAN
60532,A6PVT7,A6PVT7_HUMAN
60533,F8W7R4,F8W7R4_HUMAN
60534,F5H3E8,F5H3E8_HUMAN
60535,J3KSP2,J3KSP2_HUMAN
60536,H0YE95,H0YE95_HUMAN
60537,A0A1B0GVV7,A0A1B0GVV7_HUMAN
60538,A0A6I8PUD4,A0A6I8PUD4_HUMAN
60539,A0A590UJ75,A0A590UJ75_HUMAN
60540,A0A6Q8PFD6,A0A6Q8PFD6_HUMAN
60541,G3V407,G3V407_HUMAN
60542,H3BTT0,H3BTT0_HUMAN
60543,H0YDD9,H0YDD9_HUMAN
60544,A0A1B0GTU5,A0A1B0GTU5_HUMAN
60545,E9PHV6,E9PHV6_HUMAN
60546,H3BQH3,H3BQH3_HUMAN
60547,H3BUL0,H3BUL0_HUMAN
60548,K7EQM4,K7EQM4_HUMAN
60549,A0A3B3IST4,A0A3B3IST4_HUMAN
60550,E9PRB3,E9PRB3_HUMAN
60551,A0A7I2YQD9,A0A7I2YQD9_HUMAN
60552,F6QUH3,F6QUH3_HUMAN
60553,A0A3B3ITQ8,A0A3B3ITQ8_HUMAN
60554,A0A5F9ZHZ6,A0A5F9ZHZ6_HUMAN
60555,F5H763,F5H763_HUMAN
60556,H3BS87,H3BS87_HUMAN
60557,C9JS03,C9JS03_HUMAN
60558,A0A669KAY7,A0A669KAY7_HUMAN
60559,A0A5F9ZI37,A0A5F9ZI37_HUMAN
60560,E9PF84,E9PF84_HUMAN
60561,H0Y3V3,H0Y3V3_HUMAN
60562,C9JQ25,C9JQ25_HUMAN
60563,C9JP36,C9JP36_HUMAN
60564,H0YD28,H0YD28_HUMAN
60565,C9J256,C9J256_HUMAN
60566,H0Y6B3,H0Y6B3_HUMAN
60567,A0A7I2V3V5,A0A7I2V3V5_HUMAN
60568,A0A2R8Y784,A0A2R8Y784_HUMAN
60569,E9PCX7,E9PCX7_HUMAN
60570,J3KSY0,J3KSY0_HUMAN
60571,E9PLB2,E9PLB2_HUMAN
60572,J3KMZ8,J3KMZ8_HUMAN
60573,A0A590UJT4,A0A590UJT4_HUMAN
60574,G3V3Z4,G3V3Z4_HUMAN
60575,Q5SYQ8,Q5SYQ8_HUMAN
60576,E9PPQ2,E9PPQ2_HUMAN
60577,U3KQL1,U3KQL1_HUMAN
60578,A0A3B3IS73,A0A3B3IS73_HUMAN
60579,H0YCY1,H0YCY1_HUMAN
60580,H3BPZ5,H3BPZ5_HUMAN
60581,I3L4I4,I3L4I4_HUMAN
60582,A0A7I2V5L8,A0A7I2V5L8_HUMAN
60583,A0A0G2JPF3,A0A0G2JPF3_HUMAN
60584,C9JMB5,C9JMB5_HUMAN
60585,A0A1B0GVP3,A0A1B0GVP3_HUMAN
60586,A0A6Q8PHT4,A0A6Q8PHT4_HUMAN
60587,A0A7I2V4J0,A0A7I2V4J0_HUMAN
60588,A0A2R8Y6I6,A0A2R8Y6I6_HUMAN
60589,A0A7I2V5U8,A0A7I2V5U8_HUMAN
60590,A0A140T9Y9,A0A140T9Y9_HUMAN
60591,A0A0J9YW77,A0A0J9YW77_HUMAN
60592,A0A7I2V5G8,A0A7I2V5G8_HUMAN
